"today","farmer_ID","catchID","q0","Check2.q1","Check2.q2","Check2.q3","Check2.check.maize.q8","Check2.check.maize.q9","Check2.check.maize.q10","Check2.check.maize.q11","Check2.check.maize.q12","Check2.check.maize.q13","Check2.check.maize.q14","Check2.check.maize.q15","Check2.check.maize.q16","Check2.check.maize.q17","Check2.check.maize.q18","Check2.check.maize.q20","Check2.check.maize.q21","Check2.check.maize.q22","Check2.check.maize.q23","Check2.check.maize.q24","Check2.check.maize.q25a","Check2.check.maize.q25b","Check2.check.maize.q25c","Check2.check.maize.q25d","Check2.check.maize.q25f","Check2.check.maize.q25f_2","Check2.check.maize.q25g","Check2.check.maize.q25h","Check2.check.maize.q26.Longe_10H","Check2.check.maize.q26.Longe_7H","Check2.check.maize.q26.Longe_7R_Kayongo.go","Check2.check.maize.q26.Bazooka","Check2.check.maize.q26.Longe_6H","Check2.check.maize.q26.Longe_5","Check2.check.maize.q26.Longe_4","Check2.check.maize.q26.Panner","Check2.check.maize.q26.Wema","Check2.check.maize.q26.KH_series","Check2.check.maize.q26.Land_Races","Check2.check.maize.q26.Other_hybrid","Check2.check.maize.q26.98","Check2.check.maize.q27","Check2.check.maize.plot_count","Check2.check.maize.q29","Check2.check.maize.q30","Check2.check.maize.q30a.1","Check2.check.maize.q30a.2","Check2.check.maize.q30a.3","Check2.check.maize.q30a.4","Check2.check.maize.q30a.5","Check2.check.maize.q30a.6","Check2.check.maize.q30a.96","Check2.check.maize.q30b","Check2.check.maize.q31","Check2.check.maize.q32","Check2.check.maize.q34","Check2.check.maize.q35a","Check2.check.maize.q35b","Check2.check.maize.q35c","Check2.check.maize.q35d","Check2.check.maize.q35e","Check2.check.maize.q35f","Check2.check.maize.q35g","Check2.check.maize.q35h","Check2.check.maize.q35i","Check2.check.maize.q35j","Check2.check.maize.q36","Check2.check.maize.q36b","Check2.check.maize.q37","Check2.check.maize.q38","Check2.check.maize.q39","Check2.check.maize.q40","Check2.check.maize.q41","Check2.check.maize.q42","Check2.check.maize.q43","Check2.check.maize.q43a","Check2.check.maize.q44","Check2.check.maize.q44a","Check2.check.maize.q45","Check2.check.maize.q46","Check2.check.maize.q47","Check2.check.maize.q48","Check2.check.maize.q49","Check2.check.maize.q50","Check2.check.maize.q51","Check2.check.maize.q52","Check2.check.maize.q53","Check2.check.maize.q54","Check2.check.maize.q55","Check2.check.maize.q56","Check2.check.maize.q57","Check2.check.maize.clearing","Check2.check.maize.clear.shops_count","Check2.check.maize.video_shown"
"2021-04-15","F_613",9,"Yes","Yes","Yes","n/a",1,1,3,4,0.25,"n/a",50,"Female","b","a",7,3,"b",2,"1982-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","98","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","f",3,2,3,3,3,98,5,2,3,3,"Yes","n/a","Yes",4,"n/a","96","4","No","No","n/a","No","n/a",3,21,"No",2,"No",0.25,100,30000,"No","n/a","n/a","n/a",999,TRUE,"9",FALSE
"2021-04-15","F_22",3,"Yes","Yes","Yes","n/a",0,0,0,0,0,"n/a",44,"Male","a","b",4,4,"b",4,"2015-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","98","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","f",3,1,2,2,2,1,4,2,4,3,"No","n/a","Yes",20,"n/a","96","5","No","No","n/a","No","n/a",2,20,"No",2,"Yes",6,100,70000,"Yes","5.7","70000","30",8,TRUE,"13",TRUE
"2021-04-15","F_735",9,"Yes","Yes","Yes","n/a",5,1,5,1,0,"n/a",40,"Male","a","b",8,2,"b",1,"2015-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","True","True","False","False","False","True","False","False",3,3,0.25,"Yes","False","True","False","False","False","False","False","50","Land_Races","a","d",2,2,3,3,4,3,4,2,4,4,"Yes","n/a","No",20,"n/a","96","3","No","No","n/a","No","n/a",1,28,"No",2,"No",2,100,70000,"No","n/a","n/a","n/a",1,TRUE,"9",FALSE
"2021-04-15","F_987",62,"Yes","Yes","Yes","n/a",20,0.5,0.5,3,0.5,"n/a",48,"Female","a","c",5,4,"b",2,"2000-01-01","No","Yes","d","n/a","20","n/a","4","n/a","98","True","False","False","False","False","True","False","False","False","False","False","True","False",2,2,1,"Yes","True","False","True","False","False","False","False","80","Longe_10H","d","n/a",4,4,2,2,5,1,5,2,3,4,"Yes","n/a","Yes",20,"12000","96","3","No","No","n/a","No","n/a",2,18,"No",2,"Yes",8,100,40000,"No","n/a","n/a","n/a",999,TRUE,"3",FALSE
"2021-04-15","F_631",9,"Yes","Yes","Yes","n/a",10,0.1,0.1,5,0.05,"n/a",45,"Male","a","a",8,4,"b",1,"2000-01-01","Yes","Yes","f","n/a","n/a","2","n/a","n/a","Yes","True","False","True","False","False","True","False","False","False","False","False","True","False",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_10H","f","n/a",5,5,5,3,5,4,3,4,4,5,"Yes","n/a","Yes",6,"12500","b","1","No","Yes","50","Yes","25",2,7,"Yes",2,"No",9,100,70000,"Yes","3","40000","0",999,TRUE,"9",TRUE
"2021-04-15","F_639",9,"Yes","Yes","Yes","n/a",5,1,5,1,0,"n/a",30,"Male","a","d",3,4,"b",3,"2015-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","True","False","False","False","False","True","False","False",2,2,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","c",4,4,3,3,2,2,4,3,3,3,"Yes","n/a","Yes",3,"n/a","96","3","Yes","No","n/a","No","n/a",3,21,"No",2,"No",1.5,100,50000,"No","n/a","n/a","n/a",1.5,TRUE,"9",TRUE
"2021-04-15","F_2750",21,"Yes","Yes","Yes","n/a",1.6,0.6,999,999,0.2,"n/a",90,"Female","b","a",2,4,"b",11,"1960-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","True","False","False",3,3,0.25,"Yes","True","True","True","False","False","False","False","40","Land_Races","a","98",5,4,4,1,3,98,5,98,4,5,"Yes","n/a","Yes",6,"n/a","96","4","No","No","n/a","No","n/a",3,21,"Yes",98,"No",999,100,50000,"No","n/a","n/a","n/a",999,TRUE,"5",FALSE
"2021-04-15","F_2294",112,"Yes","Yes","Yes","n/a",12,0.3,5,0,0.1,"n/a",45,"Female","a","d",5,2,"b",1,"2001-01-01","Yes","Yes","d","n/a","3","n/a","1","n/a","Yes","True","False","False","False","False","True","True","False","False","False","False","False","False",2,2,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_10H","d","n/a",4,3,4,5,4,4,4,4,4,4,"Yes","n/a","Yes",3,"10000","c","1","No","Yes","7","Yes","5",3,14,"Yes",2,"No",5,100,40000,"No","n/a","n/a","n/a",8,FALSE,"n/a",TRUE
"2021-04-15","F_732",9,"Yes","Yes","Yes","n/a",7,1.2,7,5,0.2,"n/a",37,"Male","a","b",20,6,"b",2,"2000-01-01","Yes","Yes","96","n/a","n/a","2","n/a","n/a","Yes","True","False","False","True","False","True","True","False","False","False","True","False","False",1,1,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Other_hybrid","96","n/a",4,4,4,2,2,4,4,2,3,4,"Yes","n/a","Yes",10,"7000","c","2","No","Yes","50","No","n/a",2,14,"Yes",2,"No",28,130,130000,"Yes","20","30000","0",20,TRUE,"9",FALSE
"2021-04-15","F_84",9,"Yes","Yes","Yes","n/a",3,0,3,0,0.02,"n/a",54,"Male","a","d",12,6,"b",10,"1990-01-01","No","Yes","d","n/a","30","n/a","1","n/a","Yes","True","False","False","True","False","True","False","False","False","False","False","True","False",1,1,3,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",4,5,4,5,5,2,5,5,5,3,"Yes","n/a","Yes",30,"6000","c","2","No","Yes","100","No","n/a",2,30,"Yes",2,"Yes",30,100,100000,"Yes","20","50000","0",60,TRUE,"9",FALSE
"2021-04-15","F_1803",59,"Yes","Yes","Yes","n/a",0,0.5,1,2,0.25,"n/a",33,"Female","a","d",10,4,"b",2,"2006-01-01","No","Yes","d","n/a","6","n/a","3","n/a","No","True","True","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","False","True","False","False","False","False","False","60","Longe_10H","d","n/a",5,4,2,2,4,4,3,3,2,4,"Yes","n/a","Yes",6,"4000","96","2","No","Yes","15","No","n/a",2,21,"Yes",4,"Yes",7,100,60000,"Yes","7","60000","0",999,TRUE,"14",FALSE
"2021-04-15","F_734",9,"Yes","Yes","Yes","n/a",6,0.5,6,5,0.1,"n/a",35,"Male","a","c",6,2,"b",2,"2012-01-01","Yes","Yes","a","b","n/a","2","n/a","n/a","Yes","False","False","False","False","False","True","False","False","False","False","True","False","False",1,1,2,"Yes","True","False","False","False","False","False","False","70","Longe_5","a","b",4,4,4,2,4,3,4,2,3,4,"Yes","n/a","Yes",10,"n/a","b","2","Yes","No","n/a","No","n/a",2,21,"Yes",2,"Yes",5,100,70000,"Yes","3","45000","10",999,TRUE,"9",FALSE
"2021-04-15","F_23",3,"Yes","Yes","Yes","n/a",0,0,0,0,0,"n/a",34,"Male","a","d",2,1,"b",1,"2010-01-01","No","Yes","d","n/a","10","n/a","6","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","False","False","False","True","False","False","False","80","Longe_10H","d","n/a",3,2,3,1,5,1,3,5,3,3,"No","No","No",8,"6000","96","4","No","No","n/a","No","n/a",3,14,"No",2,"Yes",4.5,100,30000,"Yes","3.5","30000","9",999,TRUE,"13",TRUE
"2021-04-13","F_2875",59,"Yes","Yes","Yes","n/a",0.5,0.5,0.5,5,0.5,"n/a",30,"Male","a","e",12,3,"b",1,"1995-01-01","No","Yes","d","n/a","10","n/a","3","n/a","Yes","True","True","True","False","True","False","True","False","False","False","False","False","False",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_10H","d","n/a",3,2,4,3,4,1,4,3,3,3,"No","No","Yes",2,"1500","96","2","No","No","n/a","No","n/a",3,20,"Yes",2,"Yes",2,100,30000,"No","n/a","n/a","n/a",3.5,TRUE,"14",FALSE
"2021-04-15","F_85",9,"Yes","Yes","Yes","n/a",3,0.2,3,0,0.01,"n/a",69,"Female","b","b",8,4,"b",4,"1971-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","True","False","False","False","False","True","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","75","Land_Races","a","f",4,4,3,2,4,2,5,98,98,4,"Yes","n/a","Yes",25,"n/a","96","3","No","No","n/a","No","n/a",2,21,"No",2,"No",6,100,130000,"Yes","1.5","50000","25",10,TRUE,"9",FALSE
"2021-04-15","F_441",34,"Yes","No","n/a","Yes",999,1.6,999,0,0.25,"a",28,"Male","a","d",6,1,"a",1.5,"2013-01-01","No","Yes","d","n/a","2","n/a","6","n/a","No","False","False","False","False","False","False","False","False","False","True","False","False","False",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","KH_series","d","n/a",4,2,2,1,4,3,5,2,2,4,"Yes","n/a","Yes",2,"2500","96","2","No","No","n/a","No","n/a",3,7,"No",2,"Yes",1.5,100,50000,"No","n/a","n/a","n/a",2.5,TRUE,"1",FALSE
"2021-04-15","F_636",9,"Yes","Yes","Yes","n/a",6,1,6,2,0.2,"n/a",49,"Male","a","c",10,3,"b",2,"2010-01-01","Yes","Yes","d","n/a","6","n/a","3","n/a","Yes","True","False","False","False","True","False","True","False","False","False","True","False","False",2,2,0.5,"Yes","True","False","False","False","False","False","False","60","Longe_10H","d","n/a",4,4,4,3,4,4,5,2,3,2,"Yes","n/a","Yes",3,"6000","c","1","No","Yes","25","Yes","25",3,7,"Yes",2,"No",7,100,70000,"No","n/a","n/a","n/a",999,TRUE,"9",TRUE
"2021-04-15","F_632",9,"Yes","Yes","Yes","n/a",999,999,999,5,0.02,"n/a",48,"Female","b","b",10,4,"b",1,"1989-01-01","No","Yes","a","b","n/a","6","n/a","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",2,2,0.5,"Yes","False","False","True","False","False","False","False","40","Longe_5","a","b",2,2,2,4,5,2,4,3,4,3,"No","n/a","Yes",3,"n/a","c","2","No","Yes","5","Yes","3",2,14,"No",3,"No",1.5,100,70000,"Yes","1","70000","10",999,TRUE,"9",TRUE
"2021-04-15","F_24",3,"Yes","Yes","Yes","n/a",0,0,0,0,0,"n/a",73,"Male","a","b",15,5,"a",8,"1990-01-01","No","Yes","d","n/a","15","n/a","6","n/a","Yes","True","True","False","False","False","False","False","False","False","False","False","False","False",1,1,2,"Yes","False","False","False","True","False","False","False","80","Longe_10H","d","n/a",3,3,2,1,5,1,3,5,3,3,"No","No","Yes",15,"6000","c","3","No","Yes","13","No","n/a",2,20,"Yes",2,"Yes",13,100,40000,"Yes","7","40000","0",999,TRUE,"13",TRUE
"2021-04-15","F_633",9,"Yes","No","n/a","Yes",4,1,3,1,0.02,"a",65,"Male","a","b",10,4,"b",1,"2011-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","98","True","False","False","False","False","True","False","False","False","False","True","False","False",2,2,0.5,"Yes","False","True","False","False","False","False","False","45","Land_Races","a","f",2,2,2,2,4,3,4,3,3,3,"Yes","n/a","Yes",3,"n/a","96","5","No","No","n/a","No","n/a",2,14,"Yes",2,"Yes",1,100,70000,"No","n/a","n/a","n/a",2,TRUE,"9",TRUE
"2021-04-15","F_25",3,"Yes","Yes","Yes","n/a",0,0,1,0,0,"n/a",52,"Male","a","d",6,7,"b",2,"2010-01-01","No","Yes","d","n/a","5","n/a","6","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_10H","d","n/a",3,2,2,1,2,1,2,5,3,3,"No","No","No",5,"6000","96","2","No","Yes","5","No","n/a",2,25,"No",2,"No",2.5,100,60000,"Yes","1","60000","0",999,TRUE,"13",TRUE
"2021-04-15","F_639",9,"Yes","Yes","Yes","n/a",5,1,5,1,0,"n/a",30,"Male","a","d",3,4,"b",3,"2015-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","True","False","False","False","False","True","False","False",2,2,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","c",4,4,3,3,2,2,4,3,3,3,"Yes","n/a","Yes",3,"n/a","96","3","Yes","No","n/a","No","n/a",3,21,"No",2,"No",1.5,100,50000,"No","n/a","n/a","n/a",1.5,TRUE,"9",TRUE
"2021-04-15","F_2678",119,"Yes","Yes","Yes","n/a",3,0,3,0,0,"n/a",53,"Female","b","b",2,4,"b",1,"2013-01-01","No","Yes","96","n/a","n/a","2","n/a","n/a","98","True","False","False","False","False","False","False","False","False","False","False","False","False",1,1,1,"Yes","False","False","True","False","False","False","False","80","Longe_10H","96","n/a",3,2,2,1,4,2,3,4,3,3,"No","No","No",4,"4000","96","2","No","Yes","5","No","n/a",2,20,"Yes",2,"Yes",2,100,50000,"No","n/a","n/a","n/a",999,TRUE,"2",FALSE
"2021-04-15","F_640",9,"Yes","Yes","Yes","n/a",5,2,1,5,0,"n/a",25,"Male","a","b",6,4,"b",4,"2000-01-01","No","Yes","d","n/a","4","n/a","4","n/a","Yes","False","False","False","False","False","True","False","False","False","False","False","True","False",1,1,1,"Yes","True","True","True","False","False","False","False","70","Other_hybrid","d","n/a",3,4,3,2,4,3,4,4,4,3,"Yes","n/a","Yes",4,"6000","c","2","No","Yes","2","No","n/a",2,14,"Yes",2,"No",3,100,50000,"No","n/a","n/a","n/a",12,TRUE,"9",TRUE
"2021-04-15","F_2674",119,"Yes","Yes","Yes","n/a",3,0,3,0,0,"n/a",35,"Male","a","d",7,2,"b",1.5,"2018-01-01","Yes","Yes","96","n/a","n/a","6","n/a","n/a","98","False","False","False","True","False","False","False","False","False","False","False","False","False",1,1,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Bazooka","96","n/a",3,2,2,1,4,1,3,98,3,3,"No","No","Yes",5,"0","96","3","No","Yes","5","No","n/a",3,18,"Yes",2,"Yes",4,100,50000,"Yes","2","50000","20",999,TRUE,"2",FALSE
"2021-04-15","F_2295",112,"Yes","Yes","Yes","n/a",11,0.2,4,0,0.1,"n/a",60,"Female","a","c",6,5,"b",1,"1965-01-01","No","Yes","d","n/a","2","n/a","1","n/a","Yes","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",4,4,3,3,4,3,4,4,3,4,"Yes","n/a","Yes",2,"6000","96","1","No","Yes","2","No","n/a",2,14,"No",2,"No",2,100,60000,"Yes","1","60000","0",3,FALSE,"n/a",TRUE
"2021-04-15","F_634",9,"Yes","Yes","Yes","n/a",6,0.1,6,6,0.06,"n/a",43,"Male","a","b",10,6,"b",2,"2015-01-01","No","Yes","d","n/a","10","n/a","3","n/a","Yes","True","False","True","False","True","True","True","False","False","False","False","False","False",1,1,1,"Yes","False","True","False","False","False","False","False","60","Longe_10H","d","n/a",4,4,4,3,5,3,4,4,4,3,"Yes","n/a","Yes",10,"6000","b","2","Yes","No","n/a","No","n/a",2,21,"Yes",2,"Yes",7,100,100000,"Yes","5","50000","0",10,TRUE,"9",TRUE
"2021-04-15","F_1781",21,"Yes","No","n/a","Yes",30,1,3,3,0,"a",48,"Male","a","d",9,3,"b",1,"1996-01-01","No","Yes","d","n/a","2","n/a","1","n/a","No","False","False","False","False","False","True","False","False","False","False","False","False","False",2,2,0.5,"Yes","False","False","False","True","False","False","False","70","Longe_5","d","n/a",4,3,4,4,4,3,4,3,4,5,"Yes","n/a","Yes",1,"3000","96","4","No","No","n/a","No","n/a",2,21,"No",3,"No",1,100,50000,"No","n/a","n/a","n/a",2,TRUE,"5",TRUE
"2021-04-15","F_86",9,"Yes","Yes","Yes","n/a",4,0.9,4,0,0.2,"n/a",50,"Male","a","c",8,4,"b",1.5,"2001-01-01","No","Yes","d","n/a","10","n/a","3","n/a","Yes","False","False","False","False","False","True","False","False","False","False","False","False","False",1,1,1,"Yes","True","False","False","False","False","False","False","57","Longe_5","d","n/a",2,2,2,3,4,2,4,4,4,4,"No","Yes","Yes",10,"3000","b","3","No","Yes","30","No","n/a",2,30,"No",2,"No",3,100,80000,"Yes","2.5","50000","10",2,TRUE,"9",FALSE
"2021-04-15","F_2217",21,"Yes","Yes","Yes","n/a",2.5,0.4,2.5,6,0.1,"n/a",56,"Male","a","d",8,5,"b",5,"1990-01-01","Yes","Yes","d","n/a","5","n/a","3","n/a","98","True","False","False","False","False","True","False","False","False","False","False","False","False",2,2,0.4,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",4,2,3,2,5,4,3,3,5,3,"Yes","n/a","Yes",2,"3000","b","2","No","Yes","4","No","n/a",3,21,"Yes",1,"Yes",3,100,70000,"Yes","1","50000","0",0,TRUE,"5",FALSE
"2021-04-15","F_1789",21,"Yes","Yes","Yes","n/a",10,0.2,10,3,0.3,"n/a",45,"Female","a","b",3,4,"b",4,"2014-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","False","False","False","False","False","False","False","True",2,2,3,"Yes","True","True","False","False","False","False","False","60","Land_Races","a","f",4,4,3,1,4,1,4,4,5,5,"Yes","n/a","Yes",999,"n/a","96","4","No","No","n/a","No","n/a",2,14,"Yes",2,"No",3,100,80000,"Yes","1","50000","20",999,TRUE,"5",TRUE
"2021-04-15","F_2296",112,"Yes","No","n/a","Yes",12,0.2,12,0,0.1,"a",70,"Male","a","a",6,4,"b",1,"2003-01-01","No","Yes","d","n/a","5","n/a","1","n/a","Yes","True","False","False","False","False","True","False","False","True","False","False","False","False",1,1,1,"Yes","True","True","False","False","False","False","False","20","Longe_10H","d","n/a",4,2,2,2,4,3,4,4,4,4,"Yes","n/a","No",5,"999","96","3","No","Yes","10","No","n/a",3,14,"No",2,"Yes",8,100,50000,"Yes","2","50000","20",999,FALSE,"n/a",TRUE
"2021-04-15","F_2297",112,"Yes","Yes","Yes","n/a",12,0.2,12,0,0.1,"n/a",50,"Female","a","a",10,5,"b",1,"1986-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","b","b",4,4,3,3,4,3,2,98,3,2,"Yes","n/a","Yes",2,"0","96","4","No","No","n/a","No","n/a",3,14,"No",2,"Yes",0.6,100,50000,"No","n/a","n/a","n/a",999,FALSE,"n/a",TRUE
"2021-04-15","F_87",9,"Yes","No","n/a","Yes",3,0.9,2.5,0,0.2,"c",56,"Male","a","d",6,5,"b",1.5,"2001-01-01","No","No","n/a","n/a","n/a","2","n/a","n/a","Yes","True","False","False","False","False","True","False","False","False","False","True","False","False",2,2,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Land_Races","a","f",4,4,2,4,4,1,4,98,4,3,"Yes","n/a","Yes",3,"n/a","96","4","No","No","n/a","No","n/a",3,14,"No",2,"Yes",2.2,100,100000,"No","n/a","n/a","n/a",3,TRUE,"9",FALSE
"2021-04-15","F_2218",21,"Yes","Yes","Yes","n/a",3,0.2,2,4,0.1,"n/a",67,"Male","a","d",6,5,"b",10,"2015-01-01","No","Yes","d","n/a","25","n/a","4","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","True","False",1,1,4,"Yes","True","False","False","False","False","False","True","30","Longe_10H","d","n/a",4,4,4,2,4,5,4,5,5,4,"Yes","n/a","Yes",6,"6000","96","3","No","Yes","5","No","n/a",2,14,"Yes",4,"No",6,100,100000,"Yes","6","60000","0",999,TRUE,"5",FALSE
"2021-04-15","F_2298",112,"Yes","Yes","Yes","n/a",11,0.3,11,0,0.1,"n/a",50,"Female","a","a",8,6,"b",2,"2018-01-01","Yes","Yes","f","n/a","n/a","6","n/a","n/a","Yes","True","False","False","False","True","True","False","False","False","False","False","False","False",1,1,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",2,2,3,2,2,3,4,2,2,4,"Yes","n/a","Yes",10,"3000","96","4","No","No","n/a","No","n/a",4,14,"No",2,"No",2,100,70000,"Yes","1","50000","10",2,FALSE,"n/a",TRUE
"2021-04-15","F_2741",21,"Yes","Yes","Yes","n/a",10,0.3,10,4,0.2,"n/a",29,"Female","a","b",10,3,"b",0.5,"2008-01-01","Yes","Yes","d","n/a","20","n/a","3","n/a","Yes","False","False","False","False","False","True","False","False","False","False","False","False","False",2,2,0.5,"Yes","True","False","False","False","False","False","False","70","Longe_5","d","n/a",5,5,4,2,5,3,5,4,5,4,"Yes","n/a","Yes",10,"3500","96","4","No","Yes","5","Yes","10",2,30,"Yes",2,"No",3,100,140000,"Yes","1","100000","0",999,TRUE,"5",FALSE
"2021-04-15","F_2219",21,"Yes","Yes","Yes","n/a",2,0.2,2,3,0,"n/a",60,"Male","a","c",8,4,"b",3,"2017-01-01","No","Yes","a","c","n/a","2","n/a","n/a","Yes","True","False","False","False","False","True","False","False","False","False","False","False","False",2,2,1,"Yes","False","False","True","False","False","False","False","85","Longe_10H","a","b",4,2,1,1,4,4,4,5,5,3,"No","n/a","No",6,"n/a","96","2","No","No","n/a","No","n/a",2,21,"Yes",4,"No",3,100,60000,"No","n/a","n/a","n/a",999,TRUE,"5",FALSE
"2021-04-15","F_88",9,"Yes","No","n/a","Yes",3.2,0.69,3.2,0,0.02,"a",56,"Male","a","f",8,4,"b",4,"1998-01-01","Yes","Yes","f","n/a","n/a","3","n/a","7","Yes","True","False","True","True","False","True","True","False","False","False","False","True","False",2,2,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Bazooka","f","n/a",5,5,2,5,4,1,5,5,5,5,"Yes","n/a","Yes",20,"999","b","2","No","Yes","60","Yes","30",3,14,"Yes",2,"No",7,100,100000,"Yes","4","50000","0",13,TRUE,"9",FALSE
"2021-04-15","F_2299",112,"Yes","Yes","Yes","n/a",6.5,1.6,6.5,0,0.1,"n/a",32,"Male","a","d",7,2,"b",2,"2009-01-01","No","Yes","d","n/a","20","n/a","3","n/a","Yes","True","False","False","False","True","True","True","False","False","False","True","False","False",1,1,2,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_10H","d","n/a",4,4,4,2,4,3,4,4,4,4,"Yes","n/a","Yes",20,"12000","c","2","Yes","Yes","3","Yes","25",3,21,"Yes",2,"Yes",14,100,50000,"Yes","7","50000","20",13,FALSE,"n/a",TRUE
"2021-04-15","F_2742",21,"Yes","No","n/a","Yes",10,0.4,10,2,0.2,"a",63,"Male","a","c",6,4,"b",0.8,"1997-01-01","No","No","n/a","n/a","n/a","6","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","False","False","True",2,2,0.7,"Yes","True","False","False","True","False","False","False","70","Land_Races","a","f",5,4,4,1,4,4,5,5,2,3,"Yes","n/a","Yes",2,"n/a","96","4","No","No","n/a","No","n/a",2,30,"No",4,"Yes",1,100,999,"No","n/a","n/a","n/a",1.5,TRUE,"5",FALSE
"2021-04-15","F_2220",21,"Yes","Yes","Yes","n/a",1,0.1,1,2,0.1,"n/a",47,"Male","a","d",6,4,"b",1,"2000-01-01","Yes","Yes","e","n/a","n/a","6","n/a","n/a","Yes","True","True","False","True","False","True","True","False","False","False","False","False","False",2,2,0.4,"Yes","True","False","False","False","False","False","False","30","Longe_5","a","b",4,4,2,1,4,2,3,4,5,4,"No","n/a","Yes",4,"n/a","b","3","Yes","No","n/a","No","n/a",2,14,"Yes",2,"Yes",1.5,100,100000,"No","n/a","n/a","n/a",999,TRUE,"5",FALSE
"2021-04-15","F_89",9,"Yes","Yes","Yes","n/a",3,1,3,0,0.02,"n/a",46,"Male","a","d",12,6,"b",2,"2001-01-01","No","Yes","d","n/a","10","n/a","1","n/a","Yes","False","False","False","False","False","True","True","False","False","False","False","False","False",1,1,1,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Longe_5","d","n/a",2,2,2,2,5,1,2,5,4,2,"No","No","No",10,"8000","96","3","No","Yes","10","No","n/a",3,21,"Yes",2,"Yes",4,100,100000,"No","n/a","n/a","n/a",15,TRUE,"9",FALSE
"2021-04-15","F_2744",21,"Yes","Yes","Yes","n/a",3,1,3,4,0.1,"n/a",26,"Male","a","d",3,1,"b",0.5,"2017-01-01","No","Yes","e","n/a","n/a","6","n/a","n/a","98","False","False","False","False","False","False","False","False","False","False","False","False","True",1,1,0.5,"No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","98","e","n/a",5,5,4,1,5,2,5,5,1,3,"Yes","n/a","Yes",3,"0","96","3","No","No","n/a","No","n/a",3,14,"Yes",1,"Yes",1.5,100,80000,"No","n/a","n/a","n/a",1,TRUE,"5",FALSE
