"date","shop_ID","checq","why","other_why","check.owner.agree.age","check.owner.agree.gender","check.owner.agree.educ","check.owner.agree.ownership","check.owner.agree.gen_o","check.owner.agree.q2a","check.owner.agree.q2b","check.owner.agree.q2c","check.owner.agree.q2c1","check.owner.agree.q5","check.owner.agree.q6","check.owner.agree.q7","check.owner.agree.client.q9a","check.owner.agree.client.q9b","check.owner.agree.client.q9c","check.owner.agree.client.q9d","check.owner.agree.q10","check.owner.agree.q11a","check.owner.agree.q11b","check.owner.agree.q11c","check.owner.agree.nr_var","check.owner.agree.q19","check.owner.agree.q20","check.owner.agree.long10h.q21","check.owner.agree.long10h.q22","check.owner.agree.long10h.q23","check.owner.agree.long10h.q24","check.owner.agree.long10h.carry","check.owner.agree.long10h.q25","check.owner.agree.long10h.q26","check.owner.agree.long10h.sold","check.owner.agree.long10h.q27","check.owner.agree.long10h.q29","check.owner.agree.long10h.q30","check.owner.agree.long10h.q31","check.owner.agree.q32","check.owner.agree.longe7H.q38","check.owner.agree.longe7H.q39","check.owner.agree.q44","check.owner.agree.q45","check.owner.agree.longe5.q46","check.owner.agree.longe5.q47","check.owner.agree.longe5.q48","check.owner.agree.longe5.q49","check.owner.agree.longe5.carry3","check.owner.agree.longe5.q50","check.owner.agree.longe5.q51","check.owner.agree.longe5.sold3","check.owner.agree.longe5.q52","check.owner.agree.longe5.q54","check.owner.agree.longe5.q55","check.owner.agree.longe5.q56","check.owner.agree.q57","check.owner.agree.longe4.q62","check.owner.agree.longe4.q63","check.owner.agree.temp.q69","check.owner.agree.temp.q71","check.owner.agree.temp.q72","check.owner.agree.temp.q73","check.owner.agree.temp.q74","check.owner.agree.temp.q75","check.owner.agree.temp.q78","check.owner.agree.temp.q79","check.owner.agree.temp.q80","check.owner.agree.temp.q81","check.owner.agree.temp.q81a","check.owner.agree.temp.q82","check.owner.agree.q83.a","check.owner.agree.q83.b","check.owner.agree.q83.c","check.owner.agree.q83.d","check.owner.agree.q83.e","check.owner.agree.q83.f","check.owner.agree.q83.g","check.owner.agree.q83.96","check.owner.agree.q85","check.owner.agree.q86","check.owner.agree.q87","check.owner.agree.q88","check.owner.agree.q89","check.owner.agree.q90","check.owner.agree.q93","check.owner.agree.q96","check.owner.agree.q96b","check.owner.agree.q97.a","check.owner.agree.q97.b","check.owner.agree.q97.c","check.owner.agree.q97.d","check.owner.agree.q97.96","check.owner.agree.q99x","check.owner.agree.q99","check.owner.agree.q100","check.owner.agree.q101","check.owner.agree.q102","check.owner.agree.q103","check.owner.agree.skill.q104","check.owner.agree.skill.q105","check.owner.agree.skill.q106","check.owner.agree.skill.q107","check.owner.agree.skill.q108","check.owner.agree.skill.q109","check.owner.agree.skill.q110","check.owner.agree.skill.q111","check.owner.agree.skill.q112","check.owner.agree.skill.q113","check.owner.agree.inspection.q114","check.owner.agree.inspection.q115","check.owner.agree.inspection.q116","check.owner.agree.inspection.q117","check.owner.agree.inspection.q118","check.owner.agree.inspection.q119","check.owner.agree.inspection.q121","check.owner.agree.inspection.q122","reading","exp","date_pack","origin","cert","lot","verif","variety","other_var","company","age","kg_improved"
"n/a","AD_79","Yes","n/a","n/a","67","Male","a","Yes","n/a","No","n/a","n/a","n/a","Yes","20","15","Yes","Yes","5","5","Yes","Yes","No","n/a","1","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","1","Yes","0","200","a","3500","200",200,"5000","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","4","No","No","No","3","True","False","False","False","False","False","False","False","b","b","2","Yes","1","b","2","No","n/a","True","True","False","False","False","4","5","5","4","5","5","a","b","c","b","b","b","b","a","a","a","Yes","Yes","No","0","No","No","No","No",14.2,"2022-08-03","2022-01-15","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",2,206.958333333333,200
"2022-07-22","AD_62","Yes","n/a","n/a","48","Male","c","Yes","n/a","Yes","Yes","4.1","Yes","No","10","5","Yes","Yes","4","4","Yes","Yes","Yes","4","3","3","Yes","0","20","a","10000","20",20,"11000","0","n/a","No","n/a","n/a","No",0,"n/a","0","Yes","0","20","a","3000","20",20,"3500","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","Yes","No","No","Yes","Yes","3","96","No","Yes","No","3","False","False","False","False","False","False","False","True","c","c","2","Yes","1","b","2","Yes","96","True","False","False","False","False","5","5","5","5","5","4","b","b","b","b","c","a","a","a","a","88","Yes","Yes","Yes","0","Yes","No","Yes","Yes",12.9,"2022-08-03","2022-03-26","Yes","No","Yes","No","Bazooka","n/a",1,136.958333333333,40
"2022-07-23","AD_34","Yes","n/a","n/a","50","Female","c","Yes","n/a","Yes","No","n/a","No","Yes","50","20","Yes","Yes","5","5","Yes","Yes","Yes","5","7","4","Yes","0","100","a","4500","100",100,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","100","a","2500","100",100,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","4","No","Yes","Yes","5","True","False","False","False","True","False","False","False","b","b","2","Yes","1","b","2","No","n/a","True","True","False","False","False","4","5","5","5","5","5","b","c","c","c","b","b","b","c","b","b","Yes","Yes","No","1","Yes","No","Yes","Yes",13.5,"2022-07-26","2022-03-20","Yes","No","Yes","No","Other hybrid or OPV","n/a",17,142.958333333333,200
"2022-07-22","AD_326","Yes","n/a","n/a","55","Male","d","Yes","n/a","Yes","Yes","3.5","Yes","Yes","8","6","Yes","Yes","5","5","No","No","n/a","n/a","3","2","Yes","0","100","a","5000","100",100,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","80","a","2500","80",80,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","No","No","No","Yes","Yes","2","5","No","No","No","3","True","False","False","False","False","False","False","False","b","b","2","No","1","c","2","No","n/a","True","False","False","False","False","5","5","4","5","5","5","88","a","c","c","c","a","b","a","a","a","No","No","No","3","No","No","No","No",14.3,"2022-08-03","2022-05-03","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",14,99,180
"2022-07-15","AD_121","Yes","n/a","n/a","24","Female","d","No","Male","n/a","n/a","n/a","n/a","Yes","15","5","Yes","Yes","2","4","No","n/a","n/a","n/a","2","1","Yes","50","100","a","5500","150",150,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","200","a","4700","200",110,"5000","90","0","No","n/a","n/a","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","4","Yes","No","n/a","3","False","False","False","False","True","False","False","False","b","b","2","Yes","other","a","2","Yes","d","True","True","False","False","False","5","5","3","2","2","4","a","b","b","b","c","a","88","a","a","a","Yes","Yes","Yes","1","Yes","No","No","No",12.2,"2022-07-17","2022-04-01","No","No","No","No","Longe 5 (nalongo)","n/a",4,131,260
"2022-07-15","AD_310","Yes","n/a","n/a","52","Male","d","Yes","n/a","n/a","n/a","n/a","n/a","Yes","100","50","Yes","Yes","5","4","Yes","Yes","Yes","5","3","2","Yes","0","300","a","5000","300",300,"6000","0","n/a","Yes","5","999","Yes",150,"5000","1","Yes","0","500","a","2500","500",500,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","Yes","No","No","Yes","Yes","2","4","Yes","No","No","3","False","False","False","False","True","False","False","True","c","c","2","Yes","1","c","2","Yes","e","True","True","False","False","False","4","4","4","4","4","5","b","a","c","b","c","b","c","b","a","b","Yes","Yes","No","0","No","No","Yes","Yes",13.3,"2022-07-17","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,950
"2022-07-13","AD_179","Yes","n/a","n/a","28","Male","f","No","Female","n/a","n/a","n/a","n/a","Yes","15","5","Yes","Yes","4","4","Yes","n/a","n/a","n/a","4","3","Yes","10","50","a","5000","60",60,"7000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","100","a","2400","100",80,"3000","20","5","No","n/a","n/a","No",0,"n/a","No","No","Yes","Yes","Yes","Yes","2","3","No","No","n/a","3","False","True","False","False","False","False","False","False","b","b","2","Yes","other","a","2","No","n/a","True","True","False","False","False","4","4","3","4","4","5","a","a","c","b","c","c","b","b","a","b","No","Yes","No","1","No","No","No","No",13.9,"2022-07-15","2022-01-15","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",2,206.958333333333,140
"2022-07-16","AD_218","Yes","n/a","n/a","30","Female","d","No","Male","Yes","No","n/a","No","Yes","10","5","Yes","Yes","3","3","Yes","No","n/a","n/a","4","3","Yes","0","38","a","5000","38",38,"7500","0","n/a","Yes","4","2","No",0,"n/a","1","Yes","0","80","a","3500","80",74,"5000","6","0","Yes","4","2","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","3","No","No","No","3","False","False","False","False","True","False","False","False","b","b","3","Yes","other","a","2","No","n/a","True","False","False","False","False","2","3","4","4","3","4","88","b","b","b","b","b","88","a","c","a","No","Yes","Yes","1","Yes","No","Yes","No",12.2,"2022-07-20","2022-04-01","Yes","No","No","No","Longe 5 (nalongo)","n/a",4,131,112
"2022-07-20","AD_339","Yes","n/a","n/a","51","Male","c","Yes","n/a","n/a","n/a","n/a","n/a","Yes","10","5","Yes","Yes","4","3","Yes","n/a","n/a","n/a","3","2","Yes","0","100","a","5500","100",100,"6000","0","n/a","Yes","3","3","No",0,"n/a","1","Yes","0","50","a","3250","50",50,"3750","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","No","No","Yes","Yes","2","5","No","No","n/a","4","True","False","False","False","False","False","False","False","b","b","3","Yes","1","c","2","No","n/a","True","False","False","False","False","4","3","4","5","3","5","b","b","c","a","b","c","b","a","a","c","No","Yes","No","0","No","No","No","No",13.4,"2022-07-23","2022-01-15","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",2,206.958333333333,150
"2022-07-19","AD_305","Yes","n/a","n/a","50","Male","c","Yes","n/a","n/a","n/a","n/a","n/a","Yes","10","6","Yes","Yes","5","5","Yes","Yes","Yes","5","4","3","Yes","0","20","a","5000","20",20,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","30","a","2500","30",30,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","No","No","No","No","Yes","Yes","2","4","No","Yes","No","3","True","True","False","False","False","False","False","False","b","b","2","No","other","a","2","No","n/a","True","False","False","False","False","5","4","3","4","3","5","a","a","c","b","b","c","b","b","88","a","No","No","No","1","No","No","Yes","Yes",13.2,"2022-07-20","n/a","No","No","No","No","Longe 5 (nalongo)","n/a",96,NA,50
"2022-07-11","AD_285","Yes","n/a","n/a","48","Male","c","No","Male","n/a","n/a","n/a","n/a","No","20","20","Yes","Yes","4","4","Yes","n/a","n/a","n/a","4","2","Yes","0","500","a","5000","500",500,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","2","Yes","0","600","a","2500","600",600,"3000","0","n/a","No","n/a","n/a","Yes",100,"3000","No","Yes","No","No","Yes","Yes","2","96","No","No","n/a","2","True","False","False","False","False","False","False","False","b","b","2","No","1","a","2","No","n/a","True","True","False","False","False","4","4","3","4","3","4","a","a","c","a","b","b","b","a","a","a","No","Yes","No","0","No","No","No","No",12.2,"2022-08-05","2022-06-13","Yes","No","Yes","No","Longe 10H","n/a",1,58,1200
"2022-07-12","AD_54","Yes","n/a","n/a","21","Female","d","No","Male","n/a","n/a","n/a","n/a","Yes","20","10","Yes","Yes","5","5","No","n/a","n/a","n/a","4","3","Yes","170","1200","b","5400","1370",1370,"6000","0","n/a","Yes","4","2","No",0,"n/a","1","Yes","0","1070","b","2400","1070",472,"2800","598","598","No","n/a","n/a","No",0,"n/a","Yes","No","Yes","No","Yes","Yes","2","4","No","Yes","n/a","4","False","True","False","False","False","False","False","False","b","b","2","Yes","1","c","2","Yes","e","True","True","False","False","False","4","5","4","3","4","5","a","a","b","b","c","c","b","c","a","b","Yes","Yes","No","2","Yes","No","No","No",12.9,"2022-08-05","2022-04-09","Yes","No","Yes","No","Bazooka","n/a",1,123,1842
"2022-07-12","AD_132","Yes","n/a","n/a","31","Female","e","No","Male","n/a","n/a","n/a","n/a","Yes","15","10","Yes","Yes","5","5","No","n/a","n/a","n/a","3","2","Yes","0","200","b","4500","200",200,"5500","0","n/a","Yes","4","3","No",0,"n/a","1","Yes","0","250","b","2200","250",250,"3000","0","n/a","Yes","4","3","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","4","No","Yes","n/a","4","False","False","False","False","True","False","False","False","b","c","3","Yes","other","b","1","Yes","d","True","True","False","False","False","5","5","5","5","4","5","a","a","c","b","c","c","a","b","a","c","No","Yes","No","2","Yes","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450
"n/a","AD_4","Yes","n/a","n/a","21","Female","f","No","Male","n/a","n/a","n/a","n/a","Yes","80","60","Yes","Yes","4","4","No","n/a","n/a","n/a","6","3","Yes","0","120","a","5500","120",120,"6000","0","n/a","Yes","3","1","Yes",12,"3500","2","Yes","0","100","a","2500","100",100,"3000","0","n/a","Yes","3","1","No",0,"n/a","Yes","No","Yes","Yes","Yes","Yes","2","4","Yes","Yes","n/a","5","False","True","False","False","False","False","False","False","b","c","1","Yes","other","b","2","Yes","e","True","True","False","False","False","5","4","5","4","4","5","b","a","b","c","b","c","b","b","a","a","No","Yes","No","1","Yes","Yes","No","No",13.6,"2022-08-05","n/a","No","No","No","No","Other hybrid or OPV","n/a",96,NA,232
"2022-07-12","AD_251","Yes","n/a","n/a","40","Male","c","Yes","n/a","n/a","n/a","n/a","n/a","No","10","6","Yes","Yes","5","5","Yes","Yes","Yes","4","3","2","Yes","0","100","a","5000","100",100,"5500","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","50","a","2500","50",50,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","Yes","No","No","Yes","2","5","No","No","Yes","2","True","False","False","False","False","False","False","False","b","b","2","No","other","a","2","No","n/a","True","True","False","False","False","5","4","3","5","3","5","a","a","88","c","b","a","b","c","a","a","No","Yes","No","0","No","No","No","No",11.6,"2022-08-05","2022-06-13","No","No","Yes","No","Longe 10H","n/a",1,58,150
"n/a","AD_42","Yes","n/a","n/a","24","Female","d","No","Male","No","n/a","n/a","n/a","Yes","15","6","Yes","Yes","4","3","Yes","Yes","Yes","4","3","1","Yes","0","2","a","8000","2",2,"10000","0","n/a","No","n/a","n/a","No",0,"n/a","2","Yes","0","50","a","2500","50",50,"3000","0","n/a","No","n/a","n/a","Yes",7,"3000","No","No","No","No","No","No","3","96","No","No","No","1","True","False","False","False","False","False","False","False","b","b","2","No","1","c","1","No","n/a","True","False","False","False","False","4","3","3","3","2","5","b","88","c","b","c","a","b","b","88","88","No","No","No","0","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"2022-07-16","AD_322","Yes","n/a","n/a","53","Male","c","Yes","n/a","Yes","No","n/a","No","No","7","5","Yes","Yes","4","4","Yes","Yes","Yes","5","4","3","Yes","0","300","a","5000","300",300,"6000","0","n/a","Yes","6","999","No",0,"n/a","1","Yes","0","150","a","2700","150",150,"3500","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","No","No","No","No","2","4","No","No","No","3","True","False","False","False","False","False","False","False","c","c","3","No","1","c","2","No","n/a","True","False","False","False","False","4","4","3","4","4","5","b","a","c","b","c","c","b","a","88","c","No","Yes","No","2","Yes","No","Yes","Yes",12.1,"2022-08-05","2022-04-01","Yes","No","Yes","No","Bazooka","n/a",1,131,450
"n/a","AD_147","Yes","n/a","n/a","29","Male","d","No","Male","n/a","n/a","n/a","n/a","Yes","15","10","Yes","Yes","5","5","Yes","n/a","n/a","n/a","0","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","No","Yes","No","No","Yes","Yes","2","4","No","Yes","n/a","5","False","True","False","False","False","False","False","False","b","b","2","Yes","1","c","2","No","n/a","True","True","False","False","False","5","5","5","5","5","5","b","b","b","b","c","b","b","b","c","c","No","Yes","No","0","No","No","No","No",15,"2022-08-06","2022-07-27","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",12,14,0
"2022-08-04","AD_270","Yes","n/a","n/a","42","Male","f","Yes","n/a","n/a","n/a","n/a","n/a","No","10","5","Yes","Yes","4","5","No","n/a","n/a","n/a","3","2","Yes","0","14","a","6000","14",10,"7000","4","0","Yes","3","1","No",0,"n/a","1","Yes","10","40","a","2500","50",50,"3500","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","Yes","No","No","Yes","Yes","1","5","Yes","No","n/a","4","True","False","False","False","False","False","False","False","b","b","3","No","other","a","2","No","n/a","True","False","False","False","False","5","3","5","4","3","4","b","a","c","c","b","a","a","b","a","a","Yes","No","No","0","No","No","No","No",16.9,"2022-08-05","n/a","Yes","No","No","No","Longe 3","n/a",96,NA,60
"2022-07-16","AD_188","Yes","n/a","n/a","33","Male","d","No","Male","Yes","Yes","2.2","No","Yes","20","10","Yes","Yes","5","4","Yes","Yes","Yes","4","6","4","Yes","0","300","a","5000","300",300,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","2","Yes","0","600","a","2500","600",600,"3000","0","n/a","No","n/a","n/a","Yes",400,"3000","No","Yes","Yes","Yes","Yes","No","2","3","No","No","Yes","3","False","True","False","False","False","False","False","False","b","b","2","Yes","1","c","2","Yes","f","True","False","False","False","False","4","4","3","3","4","5","b","a","c","b","b","b","b","b","88","a","No","Yes","No","3","Yes","No","Yes","Yes",12.5,"2022-08-05","2022-04-04","Yes","No","Yes","No","Bazooka","n/a",1,128,1300
"2022-07-21","AD_247","Yes","n/a","n/a","41","Male","d","Yes","n/a","Yes","No","n/a","No","No","15","10","Yes","Yes","5","5","Yes","Yes","Yes","5","2","1","Yes","0","100","a","5000","100",100,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","70","a","2500","70",70,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","Yes","No","No","Yes","Yes","2","5","Yes","Yes","Yes","3","True","False","False","False","False","False","False","False","b","b","2","Yes","1","c","2","No","n/a","True","True","False","False","False","5","5","5","5","5","5","88","a","b","a","c","c","b","a","a","b","Yes","Yes","No","2","Yes","No","Yes","No",16,"2022-08-06","2022-07-27","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",12,14,170
"2022-07-12","AD_33","Yes","n/a","n/a","22","Female","d","No","Female","Yes","No","n/a","No","No","25","5","Yes","Yes","3","4","No","n/a","n/a","n/a","3","3","Yes","17","999","a","999","1016",17,"4800","999","999","No","n/a","n/a","No",0,"n/a","2","Yes","3","999","a","3000","1002",3,"3000","999","1.5","Yes","3","7","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","5","No","No","n/a","2","False","False","False","False","False","False","False","True","c","c","3","Yes","other","c","2","No","n/a","True","False","False","False","False","5","4","3","5","1","4","a","88","b","88","c","88","88","b","88","b","No","No","No","2","Yes","98","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20
"2022-07-14","AD_253","Yes","n/a","n/a","40","Male","f","Yes","n/a","n/a","n/a","n/a","n/a","No","20","20","Yes","Yes","5","4","No","n/a","n/a","n/a","3","3","Yes","0","200","a","5500","200",200,"7000","0","n/a","Yes","2","7","No",0,"n/a","0","Yes","10","50","a","2800","60",45,"3500","15","5","No","n/a","n/a","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","4","No","No","n/a","3","False","False","False","False","False","False","False","True","c","c","1","Yes","1","a","2","No","n/a","True","False","False","False","False","4","5","5","4","4","4","b","a","c","88","a","b","a","a","a","a","No","Yes","No","0","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245
"2022-07-14","AD_191","Yes","n/a","n/a","32","Female","d","Yes","n/a","n/a","n/a","n/a","n/a","No","15","10","Yes","Yes","3","3","Yes","n/a","n/a","n/a","5","3","Yes","0","200","a","5000","200",200,"5500","0","n/a","Yes","4","3","No",0,"n/a","2","Yes","0","300","f","3000","300",300,"3500","0","n/a","Yes","4","2","No",0,"n/a","No","Yes","No","No","Yes","Yes","2","4","No","Yes","n/a","4","True","False","False","False","False","False","False","False","b","c","1","Yes","1","b","1","No","n/a","True","False","False","False","False","4","5","4","5","4","5","b","a","b","c","c","b","b","b","a","a","No","Yes","No","0","No","No","No","No",13.8,"2022-08-05","2022-01-15","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",2,206.958333333333,500
"2022-07-14","AD_70","Yes","n/a","n/a","19","Female","b","No","Male","n/a","n/a","n/a","n/a","Yes","20","10","Yes","Yes","5","5","No","n/a","n/a","n/a","3","2","Yes","0","5","96","5000","5",5,"6000","0","n/a","Yes","3","3","No",0,"n/a","1","Yes","0","10","96","2700","10",10,"3500","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","4","No","Yes","n/a","5","False","False","False","False","True","False","False","False","b","b","2","Yes","1","a","2","No","n/a","True","True","False","False","False","3","5","5","5","5","5","b","a","b","b","b","b","b","b","a","b","Yes","No","No","999","No","No","No","No",12.1,"2022-08-05","2022-03-28","Yes","No","Yes","No","Bazooka","n/a",1,135,15
"2022-07-25","AD_53","Yes","n/a","n/a","24","Female","d","Yes","n/a","n/a","n/a","n/a","n/a","Yes","5","2","Yes","Yes","5","5","Yes","Yes","Yes","5","3","2","Yes","6","30","a","5000","36",36,"7000","0","n/a","Yes","3","7","No",0,"n/a","1","Yes","10","50","a","2500","60",60,"3000","0","n/a","Yes","3","7","No",0,"n/a","No","Yes","No","No","Yes","Yes","2","5","No","No","No","3","False","True","False","False","False","False","False","False","c","b","2","Yes","1","c","2","Yes","e","True","False","False","False","False","5","4","5","4","3","4","a","b","b","c","a","c","88","a","a","a","No","Yes","No","0","No","No","No","Yes",12.5,"2022-07-26","2021-01-18","Yes","No","No","No","Bazooka","n/a",1,568.958333333333,96
"2022-07-11","AD_347","Yes","n/a","n/a","22","Male","d","Yes","n/a","Yes","Yes","3.5","No","No","15","9","Yes","Yes","4","5","Yes","Yes","Yes","5","2","1","Yes","0","150","a","5000","150",150,"6000","0","n/a","Yes","4","3","No",0,"n/a","1","Yes","6","200","a","2500","206",206,"3000","0","n/a","Yes","2","2","No",0,"n/a","No","Yes","No","No","No","Yes","2","5","No","No","Yes","5","False","False","False","False","False","False","False","True","b","b","2","Yes","1","a","2","No","n/a","True","False","False","False","False","5","5","4","5","5","5","a","c","b","c","a","c","a","b","a","a","Yes","No","No","2","Yes","Yes","Yes","Yes",12.5,"2022-08-05","2022-06-14","Yes","No","Yes","No","Longe 10H","n/a",1,57,356
"2022-07-25","AD_234","Yes","n/a","n/a","38","Male","d","Yes","n/a","Yes","Yes","1","No","No","30","15","Yes","Yes","5","5","Yes","Yes","Yes","5","5","3","Yes","0","50","a","6000","50",50,"6500","0","n/a","Yes","4","1","Yes",10,"6000","2","Yes","5","20","a","3000","25",23,"3500","2","2","No","n/a","n/a","No",0,"n/a","Yes","Yes","No","Yes","Yes","Yes","2","4","Yes","No","No","4","False","False","False","False","False","False","False","True","b","b","3","Yes","other","b","1","Yes","e","True","True","False","False","False","4","5","5","5","4","5","a","a","b","b","b","a","b","b","a","a","No","Yes","No","0","No","No","Yes","Yes",12.9,"2022-07-26","n/a","No","No","No","No","Other hybrid or OPV","n/a",96,NA,83
"2022-07-25","AD_328","Yes","n/a","n/a","59","Male","d","Yes","n/a","n/a","n/a","n/a","n/a","No","15","8","Yes","Yes","2","5","No","No","n/a","n/a","2","2","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","No","Yes","Yes","No","Yes","Yes","2","5","No","No","No","3","True","False","False","False","False","False","False","False","c","c","3","Yes","other","a","1","No","n/a","True","False","False","False","False","4","5","5","5","2","5","b","b","b","c","b","b","b","a","a","c","No","Yes","No","0","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"n/a","AD_140","Yes","n/a","n/a","29","Male","f","Yes","n/a","n/a","n/a","n/a","n/a","Yes","10","5","Yes","Yes","5","5","Yes","n/a","n/a","n/a","3","2","Yes","0","100","a","5000","100",100,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","200","a","2500","200",200,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","4","No","Yes","n/a","5","True","False","False","False","False","False","False","False","b","c","2","Yes","1","b","2","No","n/a","True","True","False","False","False","5","5","5","5","5","5","a","a","c","c","a","b","a","c","a","a","No","Yes","No","1","No","No","No","No",12.3,"2022-07-23","2022-03-31","Yes","No","Yes","No","Bazooka","n/a",1,132,300
"2022-07-12","AD_136","Yes","n/a","n/a","25","Male","d","Yes","n/a","Yes","Yes","2.3","Yes","Yes","20","20","Yes","Yes","4","4","Yes","n/a","n/a","n/a","3","3","Yes","0","350","a","5500","350",350,"6000","0","n/a","Yes","4","1","No",0,"n/a","0","Yes","10","120","a","3000","130",110,"3000","20","0","No","n/a","n/a","No",0,"n/a","No","Yes","No","Yes","Yes","Yes","2","1","No","No","n/a","3","False","False","False","False","True","False","False","False","c","c","2","Yes","1","c","1","No","n/a","True","True","False","False","False","4","4","4","4","4","4","a","a","b","b","c","c","a","a","a","b","Yes","No","No","0","No","No","No","Yes",14,"2022-07-17","2022-05-03","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",14,99,460
"2022-07-23","AD_266","Yes","n/a","n/a","41","Male","d","Yes","n/a","Yes","Yes","2.4","No","No","5","3","Yes","Yes","5","5","Yes","n/a","n/a","n/a","4","2","Yes","0","150","a","5500","150",142,"6000","8","0","No","n/a","n/a","No",0,"n/a","2","Yes","0","200","a","2800","200",190,"3500","10","0","No","n/a","n/a","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","3","No","Yes","n/a","2","True","False","False","False","False","False","False","False","b","b","2","No","1","a","2","No","n/a","True","False","False","False","False","4","3","3","4","2","4","b","a","c","b","b","b","b","a","88","88","No","Yes","No","1","No","No","No","No",12.2,"2022-07-26","2022-06-13","Yes","No","Yes","No","Longe 10H","n/a",1,58,332
"2022-07-11","AD_314","Yes","n/a","n/a","52","Female","b","Yes","n/a","Yes","Yes","4.5","No","No","12","4","Yes","Yes","5","5","No","n/a","n/a","n/a","3","2","Yes","1.5","20","a","5000","21.5",21,"5500","0.5","0","Yes","4","1","No",0,"n/a","1","Yes","0","20","a","2500","20",18,"3000","2","0","Yes","4","1","No",0,"n/a","No","Yes","Yes","Yes","Yes","No","2","2","No","No","n/a","2","True","False","False","False","False","False","False","False","c","b","2","Yes","1","a","2","No","n/a","True","False","False","False","False","5","5","4","5","5","5","a","b","c","a","b","c","88","b","a","b","Yes","Yes","No","3","No","No","No","No",13.7,"2022-07-15","n/a","No","No","No","No","Longe 5 (nalongo)","n/a",96,NA,39
