"date","shop_ID","checq","why","other_why","check.owner.agree.age","check.owner.agree.gender","check.owner.agree.educ","check.owner.agree.ownership","check.owner.agree.gen_o","check.owner.agree.q2a","check.owner.agree.q2b","check.owner.agree.q2c","check.owner.agree.q2c1","check.owner.agree.q5","check.owner.agree.q6","check.owner.agree.q7","check.owner.agree.client.q9a","check.owner.agree.client.q9b","check.owner.agree.client.q9c","check.owner.agree.client.q9d","check.owner.agree.q10","check.owner.agree.q11a","check.owner.agree.q11b","check.owner.agree.q11c","check.owner.agree.nr_var","check.owner.agree.q19","check.owner.agree.q20","check.owner.agree.long10h.q21","check.owner.agree.long10h.q22","check.owner.agree.long10h.q23","check.owner.agree.long10h.q24","check.owner.agree.long10h.carry","check.owner.agree.long10h.q25","check.owner.agree.long10h.q26","check.owner.agree.long10h.sold","check.owner.agree.long10h.q27","check.owner.agree.long10h.q29","check.owner.agree.long10h.q30","check.owner.agree.long10h.q31","check.owner.agree.q32","check.owner.agree.longe7H.q38","check.owner.agree.longe7H.q39","check.owner.agree.q44","check.owner.agree.q45","check.owner.agree.longe5.q46","check.owner.agree.longe5.q47","check.owner.agree.longe5.q48","check.owner.agree.longe5.q49","check.owner.agree.longe5.carry3","check.owner.agree.longe5.q50","check.owner.agree.longe5.q51","check.owner.agree.longe5.sold3","check.owner.agree.longe5.q52","check.owner.agree.longe5.q54","check.owner.agree.longe5.q55","check.owner.agree.longe5.q56","check.owner.agree.q57","check.owner.agree.longe4.q62","check.owner.agree.longe4.q63","check.owner.agree.temp.q69","check.owner.agree.temp.q71","check.owner.agree.temp.q72","check.owner.agree.temp.q73","check.owner.agree.temp.q74","check.owner.agree.temp.q75","check.owner.agree.temp.q78","check.owner.agree.temp.q79","check.owner.agree.temp.q80","check.owner.agree.temp.q81","check.owner.agree.temp.q81a","check.owner.agree.temp.q82","check.owner.agree.q83.a","check.owner.agree.q83.b","check.owner.agree.q83.c","check.owner.agree.q83.d","check.owner.agree.q83.e","check.owner.agree.q83.f","check.owner.agree.q83.g","check.owner.agree.q83.96","check.owner.agree.q85","check.owner.agree.q86","check.owner.agree.q87","check.owner.agree.q88","check.owner.agree.q89","check.owner.agree.q90","check.owner.agree.q93","check.owner.agree.q96","check.owner.agree.q96b","check.owner.agree.q97.a","check.owner.agree.q97.b","check.owner.agree.q97.c","check.owner.agree.q97.d","check.owner.agree.q97.96","check.owner.agree.q99x","check.owner.agree.q99","check.owner.agree.q100","check.owner.agree.q101","check.owner.agree.q102","check.owner.agree.q103","check.owner.agree.skill.q104","check.owner.agree.skill.q105","check.owner.agree.skill.q106","check.owner.agree.skill.q107","check.owner.agree.skill.q108","check.owner.agree.skill.q109","check.owner.agree.skill.q110","check.owner.agree.skill.q111","check.owner.agree.skill.q112","check.owner.agree.skill.q113","check.owner.agree.inspection.q114","check.owner.agree.inspection.q115","check.owner.agree.inspection.q116","check.owner.agree.inspection.q117","check.owner.agree.inspection.q118","check.owner.agree.inspection.q119","check.owner.agree.inspection.q121","check.owner.agree.inspection.q122","reading","exp","date_pack","origin","cert","lot","verif","variety","other_var","company","age","kg_improved"
"2022-07-29","AD_118","Yes","n/a","n/a","27","Male","d","Yes","n/a","n/a","n/a","n/a","n/a","Yes","20","10","Yes","Yes","5","5","Yes","n/a","n/a","n/a","3","1","Yes","0","150","a","4500","150",150,"6000","0","n/a","Yes","4","999","No",0,"n/a","2","Yes","0","200","b","2300","200",200,"3000","0","n/a","Yes","4","999","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","4","No","No","n/a","5","False","False","False","False","False","False","False","True","c","c","3","Yes","1","c","2","Yes","e","True","False","False","False","False","5","5","5","5","5","5","a","a","c","b","a","b","a","a","c","c","No","No","No","2","Yes","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350
"2022-08-05","AD_65","Yes","n/a","n/a","25","Male","f","Yes","n/a","Yes","No","n/a","No","No","15","10","Yes","Yes","5","5","Yes","n/a","n/a","n/a","1","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","1","Yes","0","100","a","2500","100",100,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","Yes","No","No","Yes","Yes","2","3","No","No","n/a","3","False","False","False","False","True","False","False","False","c","c","1","Yes","other","a","2","No","n/a","True","False","False","False","False","3","5","5","3","3","4","c","b","c","a","b","b","b","a","a","a","No","No","No","1","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100
"2022-08-01","AD_78","Yes","n/a","n/a","25","Male","f","No","Male","n/a","n/a","n/a","n/a","Yes","60","30","Yes","Yes","5","5","Yes","n/a","n/a","n/a","10","6","Yes","0","500","b","4800","500",500,"5500","0","n/a","No","n/a","n/a","Yes",100,"4500","3","Yes","0","2000","b","2600","2000",2000,"3000","0","n/a","No","n/a","n/a","Yes",2000,"3000","Yes","No","No","Yes","Yes","No","2","4","Yes","Yes","n/a","4","True","True","False","False","False","False","False","False","c","c","2","Yes","other","a","1","No","n/a","True","True","False","False","False","4","4","4","3","3","4","b","b","c","b","b","b","b","b","c","c","Yes","Yes","Yes","1","Yes","No","No","Yes",12.7,"2022-08-05","2022-07-10","Yes","No","Yes","No","Bazooka","n/a",1,31,4600
"2022-07-21","AD_9","Yes","n/a","n/a","45","Female","d","No","Male","Yes","Yes","2.3","Yes","Yes","35","15","Yes","98","4","3","Yes","n/a","n/a","n/a","3","2","Yes","0","40","a","5500","40",40,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","2","Yes","0","500","a","2500","500",500,"3500","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","No","No","Yes","Yes","Yes","2","4","Yes","No","n/a","4","True","False","False","False","False","False","False","False","c","c","1","No","other","c","3","Yes","f","True","True","False","False","False","4","4","3","4","3","3","c","88","b","c","c","a","b","c","88","88","No","No","No","1","Yes","No","No","No",12,"2022-08-05","2022-03-28","Yes","No","Yes","No","Bazooka","n/a",1,135,540
"2022-08-05","AD_212","Yes","n/a","n/a","21","Female","f","No","Male","n/a","n/a","n/a","n/a","Yes","50","30","Yes","Yes","5","5","Yes","n/a","n/a","n/a","5","3","Yes","0","250","a","5000","250",250,"6000","0","n/a","Yes","2","8","No",0,"n/a","2","Yes","0","100","a","2500","100",100,"3500","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","No","No","Yes","Yes","No","2","3","No","Yes","n/a","5","True","False","False","False","False","False","False","False","c","c","2","No","other","b","1","No","n/a","True","True","False","False","False","5","4","4","4","5","4","b","b","b","c","c","c","b","b","a","b","98","Yes","98","3","Yes","No","No","No",14.8,"2022-08-09","2022-06-15","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",2,56,350
"2022-08-04","AD_155","Yes","n/a","n/a","29","Male","d","Yes","n/a","Yes","Yes","2.2","Yes","Yes","30","20","Yes","Yes","5","5","Yes","Yes","Yes","5","4","2","Yes","0","250","a","5000","250",250,"6500","0","n/a","Yes","2","7","Yes",150,"6000","2","Yes","0","350","b","2500","350",350,"3500","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","No","No","No","Yes","Yes","2","2","No","No","No","4","False","False","False","False","True","False","False","False","c","c","1","Yes","other","c","2","No","n/a","True","True","False","False","False","4","3","4","4","5","5","a","b","b","b","c","c","a","b","b","c","No","Yes","No","2","Yes","No","Yes","Yes",14.9,"2022-08-09","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,750
"2022-07-27","AD_150","Yes","n/a","n/a","25","Female","f","No","Male","Yes","Yes","999","Yes","Yes","30","25","Yes","Yes","5","4","Yes","Yes","Yes","5","5","3","Yes","0","150","a","4500","150",150,"6000","0","n/a","Yes","3","38","No",0,"n/a","2","Yes","0","150","b","2600","150",150,"3000","0","n/a","No","n/a","n/a","Yes",100,"3000","Yes","No","No","Yes","Yes","Yes","2","4","Yes","Yes","No","5","True","False","False","False","False","False","False","False","c","c","2","Yes","other","b","2","Yes","e","True","True","False","False","False","4","5","4","4","4","5","b","b","c","b","b","a","b","b","b","c","No","Yes","Yes","2","Yes","No","Yes","No",13.4,"2022-08-05","n/a","Yes","No","No","No","Longe 3","n/a",96,NA,400
"2022-08-05","AD_1","Yes","n/a","n/a","49","Male","e","Yes","n/a","n/a","n/a","n/a","n/a","Yes","50","25","Yes","Yes","5","5","Yes","n/a","n/a","n/a","4","3","Yes","0","500","b","4500","500",500,"5500","0","n/a","Yes","4","2","No",0,"n/a","1","Yes","0","500","b","2500","500",500,"3500","0","n/a","Yes","4","2","No",0,"n/a","Yes","No","Yes","Yes","Yes","Yes","2","4","No","Yes","n/a","5","True","True","False","False","False","False","False","False","c","c","2","Yes","1","c","2","No","n/a","True","False","False","False","False","5","5","4","5","5","5","b","b","c","b","c","a","b","c","a","a","Yes","Yes","Yes","2","No","No","No","No",12.7,"2022-08-09","2022-08-03","Yes","No","Yes","No","Longe 10H","n/a",1,7,1000
"2022-08-04","AD_41","Yes","n/a","n/a","26","Female","f","Yes","n/a","Yes","Yes","2.1","Yes","Yes","15","7","Yes","Yes","4","5","No","No","n/a","n/a","4","2","Yes","3","30","a","5000","33",28,"7000","5","0","Yes","4","1","No",0,"n/a","2","Yes","2","50","a","2500","52",50,"3500","2","0","Yes","4","1","Yes",20,"3500","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","No","Yes","5","False","False","False","False","True","False","False","True","b","b","1","Yes","1","c","2","No","n/a","True","True","False","False","False","5","5","4","5","4","5","b","b","c","b","c","b","b","c","a","a","No","98","No","1","Yes","No","No","No",15.4,"2022-08-09","2022-03-31","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",2,132,98
"2022-07-25","AD_257","Yes","n/a","n/a","41","Female","e","Yes","n/a","n/a","n/a","n/a","n/a","Yes","15","5","Yes","Yes","4","5","Yes","Yes","Yes","4","4","2","Yes","0","50","a","5000","50",50,"6000","0","n/a","No","n/a","n/a","No",0,"n/a","2","Yes","0","100","a","2500","100",100,"3000","0","n/a","No","n/a","n/a","Yes",100,"3000","Yes","No","No","Yes","Yes","Yes","2","3","No","No","No","5","True","False","False","False","False","False","False","False","c","c","1","No","4","b","2","No","n/a","True","False","False","False","False","4","4","5","4","3","4","88","a","b","c","b","b","b","b","a","b","No","Yes","No","0","No","No","Yes","No",12.6,"2022-08-05","2022-02-26","Yes","No","Yes","No","Longe 10H","n/a",1,164.958333333333,250
"2022-07-28","AD_348","Yes","n/a","n/a","30","Male","f","No","Male","Yes","Yes","2.8","Yes","Yes","20","10","Yes","Yes","4","4","Yes","Yes","Yes","5","1","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","1","Yes","0","1000","b","2700","1000",1000,"3000","0","n/a","Yes","4","999","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","1","5","No","Yes","Yes","3","True","False","False","False","False","False","False","False","b","b","2","Yes","2","c","2","No","n/a","True","False","False","False","False","4","5","4","5","4","4","a","a","c","c","c","b","a","a","88","c","Yes","Yes","No","1","Yes","No","Yes","No",15.9,"2022-08-09","n/a","No","No","No","No","Longe 5 (nalongo)","n/a",11,NA,1000
"2022-07-27","AD_286","Yes","n/a","n/a","45","Male","e","Yes","n/a","Yes","Yes","2.8","Yes","Yes","60","50","Yes","Yes","5","3","Yes","Yes","Yes","5","5","2","Yes","0","500","a","5500","500",500,"6000","0","n/a","Yes","4","2","Yes",50,"5500","0","Yes","0","600","a","2300","600",600,"3000","0","n/a","Yes","4","2","Yes",400,"3000","Yes","No","Yes","Yes","Yes","No","2","4","No","Yes","Yes","4","True","False","False","False","False","False","False","False","c","c","3","No","1","c","2","No","n/a","True","True","False","False","False","5","5","3","4","2","4","a","a","c","b","c","c","a","b","b","b","Yes","Yes","No","2","No","No","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550
"2022-07-21","AD_269","Yes","n/a","n/a","48","Male","f","Yes","n/a","Yes","Yes","4.5","Yes","Yes","70","30","Yes","Yes","4","4","Yes","n/a","n/a","n/a","4","3","Yes","0","20","b","5000","20",999,"6000","-979","n/a","Yes","3","1","No",0,"n/a","4","Yes","0","400","b","2700","400",400,"3500","0","n/a","Yes","3","1","Yes",30,"3500","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","Yes","n/a","3","False","True","False","False","False","False","False","False","b","c","2","Yes","1","c","2","No","n/a","True","True","False","False","False","5","5","5","4","3","5","c","b","c","b","c","b","b","c","b","c","No","Yes","No","3","Yes","No","No","No",18.2,"2022-08-09","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,1429
"2022-07-28","AD_273","Yes","n/a","n/a","18","Female","e","No","Female","Yes","Yes","3.1","Yes","Yes","50","50","Yes","Yes","4","4","Yes","n/a","n/a","n/a","3","3","Yes","0","10","f","5000","10",10,"6000","0","n/a","Yes","4","1","No",0,"n/a","0","Yes","0","30","f","2500","30",30,"3500","0","n/a","Yes","4","2","Yes",10,"3500","Yes","No","Yes","Yes","Yes","Yes","2","5","No","Yes","n/a","5","False","True","False","False","False","False","False","False","b","b","2","Yes","1","b","2","Yes","e","True","True","False","False","False","4","5","4","3","2","3","c","a","c","b","c","a","a","a","a","a","Yes","Yes","No","0","No","No","No","No",12.6,"2022-08-05","n/a","No","No","No","No","Other hybrid or OPV","n/a",96,NA,50
"2022-08-04","AD_252","Yes","n/a","n/a","35","Male","e","Yes","n/a","Yes","No","n/a","Yes","Yes","55","50","Yes","Yes","4","4","Yes","Yes","Yes","5","3","3","Yes","0","200","a","5000","200",200,"7000","0","n/a","No","n/a","n/a","No",0,"n/a","1","Yes","0","100","a","2600","100",100,"4000","0","n/a","No","n/a","n/a","No",0,"n/a","No","No","No","Yes","No","Yes","2","5","No","Yes","No","3","True","False","False","False","False","False","False","False","b","b","2","No","1","b","1","No","n/a","True","True","False","False","False","4","5","4","5","3","5","a","b","c","b","c","c","a","b","a","a","Yes","No","Yes","1","No","No","Yes","Yes",15.8,"2022-08-09","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,300
"2022-08-05","AD_277","Yes","n/a","n/a","46","Male","f","Yes","n/a","Yes","No","n/a","No","No","75","70","Yes","Yes","5","4","No","n/a","n/a","n/a","3","3","Yes","0","30","a","8000","30",30,"10000","0","n/a","No","n/a","n/a","No",0,"n/a","0","Yes","0","100","a","3000","100",100,"4000","0","n/a","Yes","4","2","Yes",50,"3500","No","Yes","Yes","Yes","Yes","Yes","2","4","Yes","No","n/a","4","True","False","False","False","False","False","False","False","b","b","1","Yes","1","b","2","No","n/a","True","True","False","False","False","3","5","3","4","2","3","a","b","c","b","c","c","a","b","a","a","No","Yes","No","0","No","No","No","No",16.9,"2022-08-09","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,180
"2022-07-28","AD_243","Yes","n/a","n/a","30","Female","f","Yes","n/a","Yes","Yes","1","No","Yes","79","60","Yes","Yes","4","4","No","n/a","n/a","n/a","6","5","Yes","0","50","f","5500","50",50,"12000","0","n/a","Yes","3","2","No",0,"n/a","0","Yes","0","100","f","3200","100",100,"3000","0","n/a","Yes","3","2","No",0,"n/a","Yes","Yes","No","No","Yes","No","2","3","No","No","n/a","3","False","False","False","False","True","False","False","False","b","b","2","Yes","1","c","2","Yes","e","True","True","False","False","False","3","5","3","4","4","4","a","a","c","c","b","c","a","b","a","a","No","Yes","No","0","Yes","No","No","No",11.9,"2022-08-05","2022-03-28","Yes","No","Yes","No","Bazooka","n/a",1,135,150
"2022-07-23","AD_215","Yes","n/a","n/a","61","Male","f","Yes","n/a","n/a","n/a","n/a","n/a","Yes","30","20","Yes","Yes","4","5","Yes","Yes","Yes","5","3","2","Yes","0","200","a","5000","200",20,"6000","180","0","Yes","2","2","Yes",100,"3000","2","Yes","0","300","a","2500","300",300,"3000","0","n/a","Yes","2","2","Yes",300,"3000","No","Yes","Yes","Yes","Yes","Yes","2","4","No","Yes","Yes","5","False","True","False","False","False","False","False","False","c","c","2","Yes","1","b","1","Yes","c","True","True","True","True","False","4","4","5","5","4","5","a","b","c","b","c","c","a","a","a","b","Yes","Yes","No","4","Yes","Yes","Yes","Yes",12.5,"2022-08-05","n/a","No","No","No","No","Other hybrid or OPV","n/a",96,NA,720
"2022-07-14","AD_321","Yes","n/a","n/a","56","Male","b","Yes","n/a","Yes","Yes","4.4","No","Yes","20","12","Yes","Yes","5","4","Yes","n/a","n/a","n/a","3","3","Yes","0","50","a","6500","50",50,"7500","0","n/a","Yes","4","999","No",0,"n/a","1","Yes","0","300","b","2500","300",300,"3000","0","n/a","Yes","4","999","No",0,"n/a","Yes","Yes","No","No","Yes","Yes","2","3","No","Yes","n/a","5","False","False","False","False","True","False","False","False","c","c","3","No","1","b","2","Yes","e","True","False","False","False","False","5","5","5","5","5","5","c","b","b","c","c","c","a","c","a","a","Yes","Yes","Yes","2","No","No","No","No",13.5,"2022-07-17","2021-09-15","Yes","No","Yes","Yes","Other hybrid or OPV","n/a",10,329,350
"2022-07-28","AD_101","Yes","n/a","n/a","26","Female","d","Yes","n/a","n/a","n/a","n/a","n/a","No","6","5","Yes","Yes","3","5","Yes","Yes","Yes","5","5","3","Yes","0","10","a","5500","10",10,"6000","0","n/a","Yes","4","999","No",0,"n/a","2","Yes","0","300","a","2800","300",300,"3500","0","n/a","Yes","1","999","Yes",150,"3500","No","Yes","No","No","No","Yes","2","3","No","No","Yes","3","True","False","False","False","False","False","False","False","c","c","3","Yes","1","c","2","No","n/a","True","False","False","False","False","4","5","4","5","3","3","a","c","c","c","88","b","88","88","a","a","No","No","No","999","No","No","Yes","No",16.6,"2022-08-09","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",11,NA,460
"2022-07-22","AD_232","Yes","n/a","n/a","37","Male","f","Yes","n/a","Yes","Yes","3.5","No","No","8","6","Yes","Yes","4","5","Yes","n/a","n/a","n/a","6","4","Yes","0","200","a","5500","200",200,"6000","0","n/a","Yes","2","999","No",0,"n/a","2","Yes","0","400","a","3000","400",400,"3500","0","n/a","Yes","2","100","Yes",200,"3500","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","No","n/a","5","False","False","False","False","True","False","False","False","c","c","3","Yes","1","c","3","No","n/a","True","False","False","False","False","5","4","4","5","5","4","b","a","c","b","c","c","b","b","88","88","No","Yes","No","999","No","No","No","Yes",15.6,"2022-08-09","2022-01-31","Yes","No","Yes","No","Longe 5 (nalongo)","n/a",2,190.958333333333,800
"2022-07-19","AD_170","Yes","n/a","n/a","32","Male","e","Yes","n/a","Yes","Yes","3","No","No","20","10","Yes","Yes","5","5","Yes","Yes","Yes","5","5","3","Yes","0","500","b","4500","500",500,"5500","0","n/a","Yes","5","999","No",0,"n/a","3","Yes","0","200","b","2500","200",200,"3000","0","n/a","Yes","5","999","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","4","No","No","Yes","4","False","False","False","False","True","False","False","False","c","c","3","Yes","1","c","2","No","n/a","True","False","False","False","False","4","3","4","5","4","4","b","a","c","b","b","b","b","c","a","c","Yes","Yes","Yes","3","No","Yes","Yes","No",12.3,"2022-07-26","2022-03-28","Yes","No","Yes","No","Bazooka","n/a",1,135,700
"n/a","AD_196","Yes","n/a","n/a","35","Female","c","Yes","n/a","Yes","Yes","2.5","No","No","0","0","Yes","Yes","5","5","Yes","Yes","Yes","5","0","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","0","No","n/a","n/a","n/a","n/a","n/a",0,"n/a","n/a","n/a","n/a","n/a","n/a","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","4","No","No","No","5","True","False","False","False","True","False","False","False","c","c","2","Yes","1","c","1","No","n/a","True","False","False","False","False","5","5","4","4","1","4","88","88","88","88","88","c","b","88","a","c","No","No","No","999","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2022-08-05","AD_313","Yes","n/a","n/a","54","Female","d","Yes","n/a","n/a","n/a","n/a","n/a","No","20","15","Yes","Yes","5","5","Yes","n/a","n/a","n/a","6","2","Yes","0","100","a","9500","100",100,"10500","0","n/a","No","n/a","n/a","No",0,"n/a","3","Yes","0","100","a","2500","100",100,"3000","0","n/a","No","n/a","n/a","No",0,"n/a","Yes","Yes","Yes","Yes","Yes","Yes","2","2","Yes","Yes","n/a","5","True","False","False","False","False","False","False","False","c","c","3","Yes","1","a","2","No","n/a","True","False","False","False","False","5","5","4","5","4","5","c","a","b","a","b","c","88","a","88","b","No","Yes","No","0","No","No","Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200
"2022-07-19","AD_98","Yes","n/a","n/a","54","Male","f","No","Male","Yes","Yes","2.9","Yes","Yes","60","40","Yes","Yes","5","4","Yes","Yes","Yes","4","6","6","Yes","28","200","b","5800","228",200,"7000","28","0","No","n/a","n/a","No",0,"n/a","2","Yes","0","400","b","2300","400",400,"3000","0","n/a","Yes","4","7","No",0,"n/a","Yes","No","Yes","Yes","Yes","Yes","2","4","No","Yes","Yes","5","False","True","False","False","False","False","False","False","c","c","3","Yes","1","c","3","Yes","d","True","False","False","False","False","5","5","1","5","5","5","a","b","c","c","c","a","b","b","a","c","Yes","Yes","Yes","1","Yes","No","Yes","Yes",12.9,"2022-07-26","2021-08-04","Yes","No","Yes","No","Other hybrid or OPV","n/a",17,371,600
"2022-08-01","AD_22","Yes","n/a","n/a","33","Female","d","Yes","n/a","n/a","n/a","n/a","n/a","No","12","7","Yes","Yes","5","5","Yes","n/a","n/a","n/a","6","4","Yes","0","100","b","5000","100",100,"6500","0","n/a","Yes","3","999","No",0,"n/a","5","Yes","0","100","b","3000","100",100,"3500","0","n/a","Yes","2","100","No",0,"n/a","No","Yes","Yes","Yes","Yes","Yes","2","4","No","No","n/a","5","False","False","False","False","True","False","False","False","c","c","3","Yes","1","c","1","No","n/a","True","False","False","False","False","5","4","5","5","2","5","88","a","b","c","b","c","a","88","a","88","No","Yes","No","999","No","No","No","No",13.6,"2022-08-05","n/a","Yes","No","No","No","Longe 5 (nalongo)","n/a",96,NA,200
