"farmer_ID","shop_ID","knows_dealer","bought_at_dealer","duration_customer","knows_other_customer","refunds","gives_credit","gives_advice","delivers","after_sales_service","payment_mehtods","small_quant","catchID"
"F_1786","AD_241","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","21"
"F_1783","AD_241","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","21"
"F_1782","AD_241","Yes","Yes","2016-01-01","n/a","No","Yes","Yes","No","Yes","Yes","Yes","21"
"F_1935","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1937","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1932","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1940","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1931","AD_243","Yes","Yes","2020-01-01","n/a","No","No","98","No","No","Yes","Yes","85"
"F_1936","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1933","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1939","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1934","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1608","AD_243","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1604","AD_243","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1610","AD_243","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1609","AD_243","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1938","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1602","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1603","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1605","AD_243","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1607","AD_243","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1606","AD_243","Yes","No","n/a","Yes","No","Yes","Yes","No","Yes","No","Yes","85"
"F_1601","AD_243","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","85"
"F_1894","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1896","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1899","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1897","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1891","AD_245","Yes","Yes","2019-01-01","n/a","No","No","No","No","No","98","Yes","35"
"F_1898","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1900","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1892","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1895","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1893","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1623","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1630","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1628","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1629","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1621","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1627","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1622","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1626","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1625","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1624","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1419","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1415","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1420","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1416","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1412","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1411","AD_245","Yes","Yes","2020-01-01","n/a","Yes","98","Yes","No","No","No","No","35"
"F_1417","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1413","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1418","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1414","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_727","AD_245","Yes","Yes","2017-01-01","n/a","98","No","Yes","98","No","98","Yes","35"
"F_729","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_728","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_726","AD_245","Yes","Yes","2017-01-01","n/a","Yes","98","Yes","98","98","98","Yes","35"
"F_723","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_730","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_724","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_725","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_722","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_721","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1520","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1511","AD_245","Yes","Yes","2018-01-01","n/a","No","No","Yes","No","No","Yes","Yes","35"
"F_1514","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1518","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1519","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1513","AD_245","Yes","Yes","2020-01-01","n/a","98","No","Yes","No","No","Yes","Yes","35"
"F_1515","AD_245","Yes","No","n/a","Yes","No","No","Yes","No","No","98","98","35"
"F_1517","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1512","AD_245","Yes","No","n/a","Yes","No","No","No","98","98","No","Yes","35"
"F_1516","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_451","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_453","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_455","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_452","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_460","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_459","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_457","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_458","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_456","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_454","AD_245","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1997","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_2000","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1991","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1996","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1999","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1993","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1995","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1992","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1994","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1998","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_1334","AD_245","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","35"
"F_425","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_428","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_421","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_426","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_429","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_427","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_424","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_423","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_430","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_422","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3426","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3425","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3424","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3430","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3428","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3422","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3427","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3423","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3429","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3421","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2555","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2558","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2557","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2560","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2554","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2553","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2556","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2552","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2551","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2559","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2906","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2902","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2909","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2904","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2901","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2905","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2907","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2903","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2908","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2910","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1839","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1834","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1831","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1832","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1840","AD_246","Yes","Yes","2019-01-01","n/a","No","No","No","No","No","No","Yes","3"
"F_1833","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1836","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1838","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1835","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1837","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3020","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3018","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3017","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3012","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3019","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3015","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3011","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3014","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3016","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_3013","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_322","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_325","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_326","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_329","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_324","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_323","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_321","AD_246","Yes","Yes","2016-01-01","n/a","No","No","Yes","No","Yes","Yes","Yes","3"
"F_327","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_328","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_330","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_102","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_105","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_104","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_107","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_110","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_103","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_101","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_109","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_106","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_108","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1662","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1668","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1663","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1670","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1669","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1664","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1665","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1666","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1667","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1661","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2190","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2185","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2188","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2189","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2182","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2186","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2184","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2181","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2183","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_2187","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1631","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1637","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1640","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1636","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1633","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1635","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1634","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1639","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1632","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_1638","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_27","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_24","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_22","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_26","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_28","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_30","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_21","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_29","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_23","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_25","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_545","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_546","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_541","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_549","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_543","AD_246","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_547","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_544","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_548","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_542","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_550","AD_246","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_599","AD_247","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_592","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_600","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_591","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_594","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_593","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_597","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_596","AD_247","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_598","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_595","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_1649","AD_247","Yes","No","n/a","Yes","Yes","Yes","Yes","No","No","Yes","Yes","43"
"F_1645","AD_247","Yes","No","n/a","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","43"
"F_1648","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_1641","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_1647","AD_247","Yes","No","n/a","Yes","Yes","Yes","Yes","No","98","Yes","Yes","43"
"F_1642","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_1646","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_1644","AD_247","Yes","Yes","2017-01-01","n/a","Yes","Yes","Yes","98","98","Yes","Yes","43"
"F_1643","AD_247","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","43"
"F_1650","AD_247","Yes","No","n/a","Yes","No","Yes","No","No","98","98","Yes","43"
"F_425","AD_249","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_428","AD_249","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_421","AD_249","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_426","AD_249","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_429","AD_249","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_427","AD_249","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_424","AD_249","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_423","AD_249","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_430","AD_249","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3"
"F_422","AD_249","Yes","Yes","2006-01-01","n/a","98","Yes","98","98","No","Yes","Yes","3"
