"farmer_ID","shop_ID","knows_dealer","bought_at_dealer","duration_customer","knows_other_customer","refunds","gives_credit","gives_advice","delivers","after_sales_service","payment_mehtods","small_quant","catchID"
"F_2984","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2985","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2688","AD_340","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","120"
"F_2981","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2684","AD_340","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","120"
"F_2690","AD_340","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","120"
"F_714","AD_163","Yes","Yes","2019-02-01","n/a","No","No","Yes","No","No","No","Yes","51"
"F_2595","AD_163","Yes","Yes","2018-02-01","n/a","No","No","No","No","No","No","Yes","51"
"F_237","AD_12","Yes","Yes","2018-02-01","n/a","No","No","No","No","No","No","No","64"
"F_718","AD_163","Yes","No","n/a","Yes","No","No","No","No","No","No","Yes","51"
"F_2598","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_233","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_3349","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2592","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1024","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_3347","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2591","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1021","AD_107","Yes","Yes","2008-02-01","n/a","No","No","Yes","No","No","No","Yes","10"
"F_3350","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2600","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1022","AD_107","Yes","Yes","2017-02-01","n/a","98","No","Yes","No","No","98","Yes","10"
"F_1030","AD_107","Yes","Yes","2019-02-01","n/a","Yes","Yes","Yes","No","No","98","Yes","10"
"F_3344","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1029","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_1458","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_3348","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1452","AD_107","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_3341","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1454","AD_107","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_1451","AD_107","Yes","Yes","2018-02-01","n/a","No","No","Yes","No","No","No","Yes","10"
"F_1459","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_1455","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_2811","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1453","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_2820","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_2819","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1460","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_2813","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_2812","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_2816","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_2817","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1457","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_2815","AD_39","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1456","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_2814","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_2818","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_231","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_239","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_240","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_3166","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_3161","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_3162","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_2681","AD_340","Yes","Yes","2015-02-01","n/a","No","No","Yes","Yes","Yes","Yes","Yes","120"
"F_3165","AD_107","Yes","Yes","2018-02-01","n/a","No","No","Yes","No","No","No","Yes","10"
"F_2683","AD_340","Yes","No","n/a","Yes","No","No","Yes","No","No","98","No","120"
"F_3164","AD_107","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","10"
"F_2682","AD_340","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","120"
"F_1694","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1691","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1699","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1692","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_716","AD_163","Yes","Yes","2014-02-01","n/a","98","Yes","98","No","98","98","Yes","51"
"F_1697","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1720","AD_253","Yes","Yes","2019-02-01","n/a","No","Yes","No","No","No","No","No","89"
"F_713","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1698","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1716","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_719","AD_163","Yes","Yes","2021-02-01","n/a","Yes","Yes","Yes","Yes","98","98","Yes","51"
"F_1695","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1717","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_374","AD_12","Yes","Yes","2021-02-01","n/a","No","No","No","No","No","Yes","Yes","64"
"F_711","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1700","AD_39","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1718","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_378","AD_12","Yes","Yes","2015-02-01","n/a","Yes","No","Yes","No","No","No","Yes","64"
"F_717","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1696","AD_39","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","88"
"F_1713","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_377","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1719","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_379","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1693","AD_39","Yes","Yes","2021-02-01","n/a","Yes","98","Yes","98","Yes","98","Yes","88"
"F_1714","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_380","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_720","AD_163","Yes","Yes","2020-02-01","n/a","No","Yes","Yes","Yes","No","98","Yes","51"
"F_1712","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_375","AD_12","Yes","Yes","2019-02-01","n/a","Yes","Yes","Yes","No","No","Yes","Yes","64"
"F_715","AD_163","Yes","Yes","2020-02-01","n/a","No","98","Yes","98","98","Yes","Yes","51"
"F_1715","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_376","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_712","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_1711","AD_253","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","89"
"F_372","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_3345","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_373","AD_12","Yes","Yes","2016-02-01","n/a","Yes","Yes","Yes","98","98","No","Yes","64"
"F_3342","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_371","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_3346","AD_163","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2987","AD_12","Yes","Yes","2015-02-01","n/a","No","No","Yes","98","No","Yes","Yes","64"
"F_3343","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2989","AD_12","Yes","No","n/a","Yes","98","No","Yes","No","98","Yes","Yes","64"
"F_2988","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2986","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2990","AD_12","Yes","Yes","2019-02-01","n/a","No","No","Yes","No","98","Yes","Yes","64"
"F_2593","AD_163","Yes","No","n/a","Yes","No","No","Yes","No","No","No","No","51"
"F_2594","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2596","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2599","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2597","AD_163","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","51"
"F_2686","AD_340","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","120"
"F_2685","AD_340","Yes","Yes","2015-02-01","n/a","No","No","Yes","No","No","No","No","120"
"F_2689","AD_340","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","120"
"F_2687","AD_340","Yes","Yes","2018-02-01","n/a","No","No","No","No","No","No","98","120"
"F_2160","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2156","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2152","AD_338","Yes","No","n/a","Yes","No","Yes","98","No","98","Yes","98","14"
"F_2159","AD_338","Yes","No","n/a","Yes","No","Yes","98","No","No","Yes","Yes","14"
"F_2151","AD_338","Yes","Yes","2018-02-01","n/a","No","No","Yes","No","No","Yes","Yes","14"
"F_2158","AD_338","Yes","Yes","2019-02-01","n/a","No","98","No","No","No","Yes","Yes","14"
"F_2155","AD_338","Yes","Yes","2019-02-01","n/a","No","Yes","Yes","No","No","Yes","Yes","14"
"F_2157","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2153","AD_338","Yes","Yes","2019-02-01","n/a","No","No","No","No","No","Yes","Yes","14"
"F_1032","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1036","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1596","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1037","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1600","AD_338","Yes","Yes","2020-02-01","n/a","No","No","Yes","No","No","98","Yes","14"
"F_1035","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1040","AD_12","Yes","Yes","2020-02-01","n/a","No","No","No","No","No","No","No","64"
"F_1597","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1594","AD_338","Yes","Yes","2018-02-01","n/a","No","No","Yes","No","No","No","Yes","14"
"F_1599","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1598","AD_338","Yes","Yes","2013-02-01","n/a","No","No","Yes","No","No","98","Yes","14"
"F_1592","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_1593","AD_338","Yes","Yes","2017-02-01","n/a","No","No","Yes","No","98","98","Yes","14"
"F_1591","AD_338","Yes","Yes","2019-02-01","n/a","No","No","No","No","98","No","Yes","14"
"F_1595","AD_338","Yes","Yes","2021-02-01","n/a","No","Yes","Yes","No","No","98","Yes","14"
"F_3272","AD_338","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2361","AD_338","Yes","Yes","2020-02-01","n/a","Yes","Yes","No","No","No","No","Yes","14"
"F_2370","AD_338","Yes","Yes","2020-02-01","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","14"
"F_3273","AD_338","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2362","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2363","AD_338","Yes","Yes","2018-02-01","n/a","No","Yes","Yes","Yes","Yes","Yes","Yes","14"
"F_2364","AD_338","Yes","Yes","2020-02-01","n/a","Yes","Yes","Yes","Yes","Yes","Yes","Yes","14"
"F_2365","AD_338","Yes","Yes","2019-02-01","n/a","No","No","No","No","No","No","Yes","14"
"F_2366","AD_338","Yes","Yes","2019-02-01","n/a","Yes","No","Yes","No","No","No","Yes","14"
"F_2369","AD_338","Yes","No","n/a","Yes","98","No","Yes","98","No","No","Yes","14"
"F_567","AD_17","Yes","Yes","2020-02-01","n/a","98","98","Yes","No","No","98","Yes","40"
"F_2368","AD_338","Yes","Yes","2020-02-01","n/a","98","98","No","No","No","No","No","14"
"F_569","AD_17","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_2367","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_568","AD_17","Yes","Yes","2019-02-01","n/a","98","98","Yes","No","No","No","Yes","40"
"F_3271","AD_338","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_3280","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_566","AD_17","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_3278","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_3279","AD_338","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_570","AD_17","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_898","AD_13","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_899","AD_13","Yes","Yes","2019-02-01","n/a","98","Yes","Yes","No","No","Yes","Yes","29"
"F_1038","AD_12","Yes","Yes","2019-02-01","n/a","98","98","Yes","98","No","98","Yes","64"
"F_896","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_1039","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_897","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_1031","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_900","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_1034","AD_12","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_1033","AD_12","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","64"
"F_2653","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2651","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2657","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2654","AD_338","Yes","Yes","2017-02-01","n/a","No","No","Yes","No","No","No","Yes","14"
"F_2656","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2659","AD_338","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2655","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2660","AD_338","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_2652","AD_338","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_3275","AD_338","Yes","Yes","2021-02-01","n/a","98","98","Yes","98","No","No","Yes","14"
"F_3274","AD_338","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","14"
"F_786","AD_17","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_787","AD_17","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_788","AD_17","Yes","Yes","2014-02-01","n/a","No","No","Yes","No","Yes","Yes","Yes","40"
"F_789","AD_17","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_565","AD_17","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_790","AD_17","Yes","Yes","2017-02-01","n/a","Yes","No","No","No","Yes","Yes","Yes","40"
"F_562","AD_17","Yes","Yes","2021-02-01","n/a","No","No","No","No","No","No","Yes","40"
"F_341","AD_13","Yes","Yes","2014-02-01","n/a","No","No","Yes","No","Yes","No","Yes","29"
"F_783","AD_17","Yes","Yes","2020-02-01","n/a","No","No","No","No","No","98","Yes","40"
"F_561","AD_17","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_344","AD_13","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_784","AD_17","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_564","AD_17","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_342","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_347","AD_13","Yes","Yes","2021-02-01","n/a","No","98","98","98","98","98","Yes","29"
"F_563","AD_17","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_343","AD_13","Yes","Yes","2006-02-01","n/a","No","Yes","Yes","No","Yes","Yes","Yes","29"
"F_346","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_892","AD_13","Yes","Yes","2019-02-01","n/a","No","No","No","No","No","No","Yes","29"
"F_348","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_345","AD_13","Yes","Yes","2019-02-01","n/a","No","No","Yes","No","Yes","Yes","Yes","29"
"F_894","AD_13","Yes","Yes","2021-02-01","n/a","No","No","No","No","No","No","Yes","29"
"F_349","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_891","AD_13","Yes","Yes","2020-02-01","n/a","Yes","No","No","No","No","No","Yes","29"
"F_350","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_893","AD_13","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_785","AD_17","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","40"
"F_895","AD_13","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","29"
"F_187","AD_115","Yes","No","n/a","Yes","98","Yes","Yes","Yes","No","98","Yes","17"
"F_185","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_181","AD_115","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_188","AD_115","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_182","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_189","AD_115","Yes","No","n/a","Yes","No","98","Yes","No","No","98","Yes","17"
"F_183","AD_115","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_186","AD_115","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_190","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2012","AD_115","Yes","No","n/a","Yes","98","Yes","Yes","Yes","98","Yes","Yes","17"
"F_2018","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2015","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2017","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2019","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2020","AD_115","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2013","AD_115","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2011","AD_115","Yes","Yes","2019-02-01","n/a","98","98","Yes","Yes","No","Yes","Yes","17"
"F_2014","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2016","AD_115","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","17"
"F_2056","AD_95","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_184","AD_115","Yes","Yes","2021-02-01","n/a","No","98","Yes","No","No","No","Yes","17"
"F_2060","AD_95","Yes","Yes","2020-02-01","n/a","Yes","98","Yes","98","No","Yes","Yes","102"
"F_2054","AD_95","Yes","No","n/a","Yes","No","No","Yes","No","No","No","Yes","102"
"F_2058","AD_95","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","102"
"F_2052","AD_95","Yes","Yes","2017-02-01","n/a","No","98","No","No","No","98","Yes","102"
"F_2053","AD_95","Yes","Yes","2019-02-01","n/a","No","No","Yes","98","98","No","Yes","102"
"F_2057","AD_95","Yes","Yes","2020-02-01","n/a","98","No","No","No","No","No","Yes","102"
"F_1188","AD_8","Yes","Yes","2020-02-01","n/a","Yes","Yes","Yes","No","No","Yes","Yes","72"
"F_1190","AD_8","Yes","Yes","2020-02-01","n/a","No","No","No","No","No","Yes","Yes","72"
"F_1189","AD_8","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","72"
"F_648","AD_157","Yes","Yes","2019-02-01","n/a","No","No","No","No","No","Yes","Yes","45"
"F_649","AD_157","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","45"
"F_650","AD_157","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","45"
"F_1742","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1746","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1748","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1750","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1749","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1658","AD_281","Yes","Yes","2015-02-01","n/a","98","No","No","No","No","98","Yes","86"
"F_1745","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1653","AD_281","Yes","Yes","2017-02-01","n/a","Yes","No","Yes","No","No","98","Yes","86"
"F_1747","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1652","AD_281","Yes","Yes","2015-02-01","n/a","Yes","Yes","Yes","98","No","No","Yes","86"
"F_1743","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1656","AD_281","Yes","Yes","2011-02-01","n/a","98","98","Yes","No","No","No","Yes","86"
"F_1741","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1660","AD_281","Yes","Yes","2020-02-01","n/a","98","No","Yes","No","No","98","Yes","86"
"F_1744","AD_256","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","90"
"F_1659","AD_281","Yes","Yes","2014-02-01","n/a","98","Yes","Yes","No","No","98","Yes","86"
"F_1657","AD_281","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","86"
"F_1654","AD_281","Yes","Yes","2017-02-01","n/a","98","Yes","Yes","No","No","98","Yes","86"
"F_1655","AD_281","Yes","Yes","2015-02-01","n/a","No","Yes","No","No","No","98","Yes","86"
"F_538","AD_10","Yes","No","n/a","No","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2"
